Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6604401d504a1fbe54f40a72,65b92135e296f28cb1a093c3,APPROVED,Not Applicable,2024-03-27T15:50:24.355000Z,2024-03-27T16:05:31.105000Z,2024-03-28T15:57:00.474000Z,2024-03-27T16:05:53.893395Z,907,C1NU7187,491,English,65,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6604403019c8f6393ba21abc,656f385c6028ee0f0159b7be,APPROVED,Not Applicable,2024-03-27T15:50:20.038000Z,2024-03-27T16:05:55.148000Z,2024-03-28T17:07:15.946000Z,2024-03-27T16:06:25.846234Z,936,C1NU7187,440,English,40,Female,White,United States,United States,United States,English,No,Part-Time
66044060db9472b1078f4e69,65aaf74b028a4828c08a4630,APPROVED,Not Applicable,2024-03-27T15:51:07.098000Z,2024-03-27T15:59:53.415000Z,2024-03-28T15:57:46.424000Z,2024-03-27T15:59:58.273086Z,527,C1NU7187,334,English,78,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6604407ec96b1874e1df2a4c,628f572a2d1304a34b9e1a37,APPROVED,Not Applicable,2024-03-27T15:51:38.426000Z,2024-03-27T15:57:00.547000Z,2024-03-28T15:57:47.477000Z,2024-03-27T15:57:13.153890Z,323,C1NU7187,4243,English,75,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
660440e6dfe22062149d854b,65cbbd44c0db5f5e848d0b20,APPROVED,Not Applicable,2024-03-27T15:53:20.188000Z,2024-03-27T15:58:23.129000Z,2024-03-28T16:06:09.981000Z,2024-03-27T15:58:25.518058Z,303,C1NU7187,22,English,25,Female,Asian,United States,United States,United States,English,Yes,Other
66044116753153c5afa5f5ec,63e52250d3c1483ed7be8ed8,APPROVED,Not Applicable,2024-03-27T15:54:07.319000Z,2024-03-27T16:21:29.708000Z,2024-03-28T16:03:50.612000Z,2024-03-27T16:21:31.763655Z,1643,C1NU7187,3038,English,48,Female,Asian,Philippines,United States,United States,DATA_EXPIRED,No,DATA_EXPIRED
66044126a4dfafc4761a7bca,63d89eb9781fd5479e5c175a,APPROVED,Not Applicable,2024-03-27T15:54:19.934000Z,2024-03-27T16:01:12.860000Z,2024-03-28T16:04:57.011000Z,2024-03-27T16:01:14.081459Z,413,C1NU7187,532,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6604413e900b29a7e45aa418,583ec287ad2f4300014b355a,APPROVED,Not Applicable,2024-03-27T15:54:38.659000Z,2024-03-27T16:10:19.163000Z,2024-03-28T15:57:01.403000Z,2024-03-27T16:10:20.395059Z,941,C1NU7187,5035,English,67,Male,White,United States,United States,United States,English,No,Part-Time
660441426acc930f82014501,6392360efb6e254ffd31e722,APPROVED,Not Applicable,2024-03-27T15:54:50.273000Z,2024-03-27T16:04:41.754000Z,2024-03-28T16:04:06.507000Z,2024-03-27T16:04:48.973104Z,592,C1NU7187,3060,"English, Chinese, Japanese",49,Male,Asian,United States,United States,United States,English,No,Full-Time
6604414ac2b70d28e020ca37,5e3f4c676d06fc1b240e6021,APPROVED,Not Applicable,2024-03-27T15:55:21.546000Z,2024-03-27T16:08:52.516000Z,2024-03-28T15:57:02.134000Z,2024-03-27T16:09:25.735122Z,811,C1NU7187,6446,English,67,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6604414f504a1fbe54f40add,60b69129f584ee4e38acf2a0,APPROVED,Not Applicable,2024-03-27T15:55:11.404000Z,2024-03-27T16:02:43.322000Z,2024-03-28T17:13:47.695000Z,2024-03-27T16:02:45.173004Z,452,C1NU7187,2413,"English, Spanish",44,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
660441519fb6481a2a85cfbb,5c1ffe5295f978000173df84,APPROVED,Not Applicable,2024-03-27T15:54:57.112000Z,2024-03-27T16:01:35.734000Z,2024-03-28T15:57:02.922000Z,2024-03-27T16:01:37.986696Z,399,C1NU7187,2151,English,65,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660441520879de13df91e585,5b233660648d5b0001b7de87,APPROVED,Not Applicable,2024-03-27T15:55:05.639000Z,2024-03-27T16:26:58.685000Z,2024-03-28T15:57:04.207000Z,2024-03-27T16:28:34.538237Z,1914,C1NU7187,6634,English,70,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6604417adf16c49343ca93a7,5c2fc98237733700013b646b,APPROVED,Not Applicable,2024-03-27T15:55:45.802000Z,2024-03-27T16:04:45.883000Z,2024-03-28T15:57:04.940000Z,2024-03-27T16:04:54.736033Z,541,C1NU7187,2563,English,74,Male,White,United States,United States,United States,English,No,Part-Time
6604417cc83ebc0f7c25ce2f,60dd09edc00654d72f6259b3,APPROVED,Not Applicable,2024-03-27T15:55:46.235000Z,2024-03-27T16:05:18.345000Z,2024-03-28T16:04:17.449000Z,2024-03-27T16:05:35.333536Z,573,C1NU7187,279,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6604417cfba1d63e94e194ea,6510652e8c348ca500c8677c,APPROVED,Not Applicable,2024-03-27T15:55:49.429000Z,2024-03-27T16:06:11.768000Z,2024-03-28T15:57:05.750000Z,2024-03-27T16:07:05.112447Z,623,C1NU7187,1574,English,72,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66044180a57f0627cc77b567,628f7e982aad1788d940317a,APPROVED,Not Applicable,2024-03-27T15:55:44.428000Z,2024-03-27T16:04:59.968000Z,2024-03-28T15:57:06.580000Z,2024-03-27T16:05:10.029290Z,556,C1NU7187,4170,English,70,Male,White,United States,United States,United States,English,No,Other
660441827ca22e08250f1d32,6506fb8c1609b3c2918bccb4,APPROVED,Not Applicable,2024-03-27T15:55:52.126000Z,2024-03-27T15:59:51.057000Z,2024-03-28T16:04:01.271000Z,2024-03-27T15:59:52.716196Z,239,C1NU7187,1097,English,35,Male,Other,United States,United States,United States,English,No,Full-Time
6604418b7c72b66759e4a54a,5e34325430e5263f0bebb32d,APPROVED,Not Applicable,2024-03-27T15:57:13.713000Z,2024-03-27T16:05:41.645000Z,2024-03-28T15:57:07.370000Z,2024-03-27T16:06:06.333662Z,508,C1NU7187,2554,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6604418f1c4f4f082854c7d9,63e55808e2a9efc0cd65e879,APPROVED,Not Applicable,2024-03-27T15:56:06.022000Z,2024-03-27T16:09:36.612000Z,2024-03-28T15:57:08.155000Z,2024-03-27T16:09:38.857107Z,811,C1NU7187,2202,English,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66044192ad11ae9fa6cce98f,628bb31571a8935ee2dbd6f9,APPROVED,Not Applicable,2024-03-27T15:56:13.080000Z,2024-03-27T16:06:19.698000Z,2024-03-28T15:57:08.918000Z,2024-03-27T16:07:26.984568Z,607,C1NU7187,3375,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660441a38590e9dd5222ca63,5484655ffdf99b07b28f22cc,APPROVED,Not Applicable,2024-03-27T15:59:26.984000Z,2024-03-27T16:07:51.556000Z,2024-03-28T15:57:48.107000Z,2024-03-27T16:08:56.779186Z,505,C1NU7187,5205,English,76,Male,White,United States,United States,United States,English,No,Full-Time
660441a4bada65b7bd4ba1ea,5eeeb45360a44437a971aebc,APPROVED,Not Applicable,2024-03-27T15:56:54.240000Z,2024-03-27T16:01:12.230000Z,2024-03-28T16:03:09.144000Z,2024-03-27T16:01:13.668929Z,258,C1NU7187,1981,English,23,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
660441a519c8f6393ba21b27,5d4a6459061e2a000138bad3,APPROVED,Not Applicable,2024-03-27T15:56:21.716000Z,2024-03-27T16:03:13.373000Z,2024-03-28T17:07:55.741000Z,2024-03-27T16:03:16.130003Z,412,C1NU7187,4148,English,47,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
660441a5577e301e9057e512,6316c38449466a362ee07be9,APPROVED,Not Applicable,2024-03-27T15:57:09.900000Z,2024-03-27T16:05:32.415000Z,2024-03-28T16:03:34.343000Z,2024-03-27T16:05:55.764352Z,503,C1NU7187,1913,English,20,Male,White,United States,United States,United States,English,Yes,Part-Time
660441aabada65b7bd4ba1ed,63312f0451ba56e5a520eb62,APPROVED,Not Applicable,2024-03-27T15:56:36.207000Z,2024-03-27T16:04:28.229000Z,2024-03-28T16:04:01.712000Z,2024-03-27T16:04:29.937107Z,473,C1NU7187,3615,English,42,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
660441b48d6787a296d98cfb,5ba961b460f3d500016a2970,APPROVED,Not Applicable,2024-03-27T15:56:43.622000Z,2024-03-27T16:04:28.572000Z,2024-03-28T17:07:17.231000Z,2024-03-27T16:04:32.373095Z,465,C1NU7187,1340,English,38,Female,White,United States,United States,United States,English,Yes,Full-Time
660441b4b7f7e008ebf98935,628d78a2ccf4a41f24c2d2d8,APPROVED,Not Applicable,2024-03-27T16:05:48.535000Z,2024-03-27T16:28:34.993000Z,2024-03-28T16:03:34.706000Z,2024-03-27T16:30:49.210879Z,1367,C1NU7187,1453,English,20,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
660441c1c70add62c2f98a09,5dc483cf74939e34e55c3619,APPROVED,Not Applicable,2024-03-27T15:56:59.644000Z,2024-03-27T16:04:08.934000Z,2024-03-28T15:57:09.658000Z,2024-03-27T16:04:19.763000Z,430,C1NU7187,7104,"English, Spanish",73,Male,White,United States,United States,United States,English,No,Part-Time
660441ce42a72c948f46ac0e,62e3007fd78a0537dbe4fcbd,APPROVED,Not Applicable,2024-03-27T15:57:02.883000Z,2024-03-27T16:09:29.342000Z,2024-03-28T16:03:35.079000Z,2024-03-27T16:09:32.147670Z,747,C1NU7187,1609,English,24,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
660441d11bbcbf0ed94f76e8,63ea751b7686e752f5ef78b2,APPROVED,Not Applicable,2024-03-27T15:57:18.327000Z,2024-03-27T16:03:13.052000Z,2024-03-28T15:57:10.395000Z,2024-03-27T16:03:17.722123Z,355,C1NU7187,3321,English,66,Male,White,United States,United States,United States,English,No,Full-Time
660441d9e3125ee898e0aee9,65f94bfcda62cd477a80d996,APPROVED,Not Applicable,2024-03-27T15:57:24.353000Z,2024-03-27T16:15:55.912000Z,2024-03-28T16:03:35.462000Z,2024-03-27T16:15:57.091712Z,1112,C1NU7187,92,English,23,Male,White,United States,United States,United States,English,No,Full-Time
660441db24067e5a02b22e40,64664088b810d4242bf8a2ca,APPROVED,Not Applicable,2024-03-27T15:57:22.383000Z,2024-03-27T16:04:20.176000Z,2024-03-28T17:08:46.923000Z,2024-03-27T16:04:25.037785Z,418,C1NU7187,163,English,64,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
660441dbc896beceb0f40965,5fb41cbb6ab13204137b931e,APPROVED,Not Applicable,2024-03-27T15:57:29.904000Z,2024-03-27T16:07:29.750000Z,2024-03-28T15:57:49.364000Z,2024-03-27T16:08:31.752326Z,600,C1NU7187,845,English,75,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660441dc7f3e94812f85d0f8,5e219bdeadb5b7489d3529be,APPROVED,Not Applicable,2024-03-27T15:57:23.147000Z,2024-03-27T16:09:31.424000Z,2024-03-28T16:06:26.180000Z,2024-03-27T16:09:34.838672Z,729,C1NU7187,1132,English,57,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
660441e1d3f579bb67ed50cf,65ef357b330c3c8fd350b0ff,APPROVED,Not Applicable,2024-03-27T15:57:36.822000Z,2024-03-27T16:16:13.800000Z,2024-03-28T15:57:11.423000Z,2024-03-27T16:16:15.266815Z,1117,C1NU7187,114,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660441e8acb86c9647d59d37,647a01eb74eeacc3fb89b87c,APPROVED,Not Applicable,2024-03-27T15:57:37.337000Z,2024-03-27T16:08:04.315000Z,2024-03-28T15:57:12.223000Z,2024-03-27T16:09:05.295263Z,627,C1NU7187,1612,English,66,Male,White,United Kingdom,United States,United States,English,No,Full-Time
660441ebf8989b3d0fdf2bb2,60e36e6ecb9f00e7b4dab92e,APPROVED,Not Applicable,2024-03-27T16:03:09.810000Z,2024-03-27T16:10:26.062000Z,2024-03-28T15:57:12.812000Z,2024-03-27T17:11:14.015914Z,437,C1NU7187,5135,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660441f14a3761c3f4aff24b,63eba5467742a331ea0cf4db,APPROVED,Not Applicable,2024-03-27T15:57:46.623000Z,2024-03-27T16:07:32.026000Z,2024-03-28T17:07:56.168000Z,2024-03-27T16:08:34.240190Z,586,C1NU7187,344,English,46,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
660441f37619083c8a07b8bf,6560ca7bb947c4f10cf53c36,APPROVED,Not Applicable,2024-03-27T16:01:54.901000Z,2024-03-27T16:17:00.354000Z,2024-03-28T16:03:09.686000Z,2024-03-27T16:19:42.076676Z,906,C1NU7187,646,"English, Spanish",23,Male,Mixed,United States,United States,United States,English,Yes,Part-Time
66044209a4dfafc4761a7c1c,5dcf0f73af16d3067b87757f,APPROVED,Not Applicable,2024-03-27T15:58:05.901000Z,2024-03-27T16:12:59.155000Z,2024-03-28T16:05:35.701000Z,2024-03-27T16:13:00.504111Z,894,C1NU7187,443,English,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6604420d265ed58b13b18fb4,64527892acde0fbd392a41d6,APPROVED,Not Applicable,2024-03-27T16:01:19.814000Z,2024-03-27T16:09:47.603000Z,2024-03-28T17:15:01.539000Z,2024-03-27T16:09:48.824243Z,508,C1NU7187,2765,English,66,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66044217383b5170e2cceaa3,5a0efb83ab721b0001ef8509,APPROVED,Not Applicable,2024-03-27T15:58:27.997000Z,2024-03-27T16:04:48.156000Z,2024-03-28T15:57:13.324000Z,2024-03-27T16:05:00.748094Z,381,C1NU7187,4330,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660442211fe914c16e77b74e,64499fee96893c7a3ec6b883,APPROVED,Not Applicable,2024-03-27T15:58:34.425000Z,2024-03-27T16:07:30.417000Z,2024-03-28T15:57:13.862000Z,2024-03-27T16:08:32.011334Z,536,C1NU7187,2310,English,75,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6604422cd88453d7e087e82b,6525a87886c97615b6991402,APPROVED,Not Applicable,2024-03-27T15:58:50.171000Z,2024-03-27T16:09:36.779000Z,2024-03-28T15:57:14.554000Z,2024-03-27T16:09:39.211138Z,647,C1NU7187,761,English,74,Male,White,United States,United States,United States,English,No,Part-Time
66044234656d95c5098baf6b,63f0fb9941434d10e8e4909b,APPROVED,Not Applicable,2024-03-27T15:58:44.851000Z,2024-03-27T16:21:48.146000Z,2024-03-28T17:07:56.704000Z,2024-03-27T16:21:50.048455Z,1384,C1NU7187,2698,English,45,Male,Mixed,United States,United States,United States,English,No,Full-Time
6604423a04a4d01ac881c3c0,5d7ff85ffec5620017b07c40,APPROVED,Not Applicable,2024-03-27T15:58:50.377000Z,2024-03-27T16:07:14.518000Z,2024-03-28T17:14:38.590000Z,2024-03-27T16:08:22.724861Z,505,C1NU7187,6580,English,46,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6604423bacef01ed318f46ea,651eea44194fa8c200606af7,APPROVED,Not Applicable,2024-03-27T15:59:01.149000Z,2024-03-27T16:06:07.164000Z,2024-03-28T15:57:50.186000Z,2024-03-27T16:06:54.244496Z,427,C1NU7187,952,English,75,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6604423f7338b6fc4b2be045,55b645bbfdf99b1c02906873,APPROVED,Not Applicable,2024-03-27T15:59:02.560000Z,2024-03-27T16:06:44.389000Z,2024-03-28T17:08:33.978000Z,2024-03-27T16:08:03.293356Z,462,C1NU7187,2487,English,57,Male,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED
660442451b620d52a86384c3,5fc50bb38378c80ac88354ef,APPROVED,Not Applicable,2024-03-27T16:05:10.438000Z,2024-03-27T16:19:03.407000Z,2024-03-28T17:15:01.922000Z,2024-03-27T16:19:52.524422Z,833,C1NU7187,5362,English,66,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660442462e85228cbf2fe98d,5d16badb7b0154001a282fdb,APPROVED,Not Applicable,2024-03-27T15:59:33.109000Z,2024-03-27T16:18:41.557000Z,2024-03-28T17:15:02.312000Z,2024-03-27T16:19:51.071124Z,1149,C1NU7187,3281,English,69,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time
6604424b394dbc8e555990a7,5a937cb0dbdb470001ee923b,APPROVED,Not Applicable,2024-03-27T15:59:14.504000Z,2024-03-27T16:10:25.803000Z,2024-03-28T17:14:39.332000Z,2024-03-27T16:10:26.868200Z,672,C1NU7187,256,English,48,Female,Mixed,United States,United States,United States,English,No,Part-Time
660442500c0e63109457e3be,5bf8f34abdd6400001bd5e66,APPROVED,Not Applicable,2024-03-27T16:04:59.891000Z,2024-03-27T16:41:38.053000Z,2024-03-28T15:57:15.459000Z,2024-03-27T16:41:41.298267Z,2199,C1NU7187,7588,English,65,Male,White,United States,United States,United States,English,No,Full-Time
660442595694f1d1d2d3e196,5efe7ad27d413c3869386ef7,APPROVED,Not Applicable,2024-03-27T15:59:27.463000Z,2024-03-27T16:08:16.244000Z,2024-03-28T17:16:27.234000Z,2024-03-27T16:09:15.852869Z,529,C1NU7187,3597,English,25,Female,White,United States,United States,United States,English,No,Full-Time
66044266371118f2afd2745f,607f7f18d84d010ea2cd8664,APPROVED,Not Applicable,2024-03-27T15:59:41.208000Z,2024-03-27T16:07:40.642000Z,2024-03-28T17:07:05.321000Z,2024-03-27T16:08:43.670714Z,480,C1NU7187,3923,English,24,Female,Mixed,United States,United States,United States,English,No,Part-Time
66044266658b7721fd4ba1c7,657327316173c2bd86323378,APPROVED,Not Applicable,2024-03-27T16:00:25.869000Z,2024-03-27T16:11:48.855000Z,2024-03-28T16:04:02.160000Z,2024-03-27T16:11:50.020065Z,683,C1NU7187,727,English,36,Male,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660442748fd23ce6ca07b97c,5f83d644fcce94560676f774,APPROVED,Not Applicable,2024-03-27T16:00:09.440000Z,2024-03-27T16:07:08.400000Z,2024-03-28T17:14:17.291000Z,2024-03-27T16:08:18.189734Z,419,C1NU7187,1399,English,25,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
6604427da4dfafc4761a7c3f,5f4c2067fca470836d4c2b24,APPROVED,Not Applicable,2024-03-27T16:00:19.779000Z,2024-03-27T16:10:47.978000Z,2024-03-28T16:07:34.052000Z,2024-03-27T16:10:49.083487Z,629,C1NU7187,828,English,28,Male,Black,United States,United States,United States,English,Yes,Full-Time
660442810cf20315e8ebc959,610d6c481ca4797b863fe3d1,APPROVED,Not Applicable,2024-03-27T16:00:06.783000Z,2024-03-27T16:10:29.514000Z,2024-03-28T15:57:16.333000Z,2024-03-27T16:10:30.880329Z,623,C1NU7187,6877,English,74,Male,White,United States,United States,United States,English,No,Full-Time
66044289d3f579bb67ed512a,61019fe1c6bc61fafe1c74fe,APPROVED,Not Applicable,2024-03-27T16:00:45.773000Z,2024-03-27T16:09:14.718000Z,2024-03-28T17:07:06.507000Z,2024-03-27T16:09:28.213627Z,509,C1NU7187,3878,English,22,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
6604428c7f3e94812f85d131,6500a84f0a4f87687fa51a20,APPROVED,Not Applicable,2024-03-27T16:03:32.943000Z,2024-03-27T16:10:55.795000Z,2024-03-28T16:03:10.208000Z,2024-03-27T16:10:58.124602Z,443,C1NU7187,1096,English,23,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
66044292d92269a90c03d18d,5ee64e85c682de3a880579c6,APPROVED,Not Applicable,2024-03-27T16:00:32.199000Z,2024-03-27T16:14:12.416000Z,2024-03-28T15:57:50.988000Z,2024-03-27T17:16:17.437804Z,821,C1NU7187,4058,English,75,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66044297fcb626af9e958279,65cd164122345f20629bede9,APPROVED,Not Applicable,2024-03-27T16:00:35.910000Z,2024-03-27T16:24:12.537000Z,2024-03-28T16:03:51.037000Z,2024-03-27T16:24:14.903552Z,1417,C1NU7187,442,English,49,Female,Asian,Indonesia,United States,United States,English,No,Unemployed (and job seeking)
6604429c0c0e63109457e3c8,6529648ca1ade4b6c9e876f4,APPROVED,Not Applicable,2024-03-27T16:00:28.353000Z,2024-03-27T16:09:56.375000Z,2024-03-28T17:14:39.980000Z,2024-03-27T16:09:58.817349Z,569,C1NU7187,1172,English,54,Female,Mixed,United States,United States,United States,English,No,Part-Time
6604429cd81e4e7cdfe4a4cc,6598b6c320431b0ab48fe4e5,APPROVED,Not Applicable,2024-03-27T16:00:34.081000Z,2024-03-27T16:09:35.227000Z,2024-03-28T15:57:17.131000Z,2024-03-27T16:09:37.680519Z,542,C1NU7187,710,"Arabic, Kurdish, English",73,Male,White,United States,United States,United States,English,No,Full-Time
660442ab01a5f12338162bc4,6130cdbb53f773b3125576a7,APPROVED,Not Applicable,2024-03-27T16:00:55.583000Z,2024-03-27T16:11:23.094000Z,2024-03-28T15:57:18.387000Z,2024-03-27T16:11:24.481957Z,628,C1NU7187,2275,English,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660442acdd292d0d36001838,610fb9afc435c9e8b5713f67,APPROVED,Not Applicable,2024-03-27T16:00:49.126000Z,2024-03-27T16:05:49.788000Z,2024-03-28T16:03:35.800000Z,2024-03-27T16:06:18.815491Z,301,C1NU7187,2263,English,24,Male,White,United States,United States,United States,English,Yes,Full-Time
660442aec70add62c2f98a4b,65cb86a3dd1893183b69bb6c,APPROVED,Not Applicable,2024-03-27T16:00:57.045000Z,2024-03-27T16:05:42.942000Z,2024-03-28T16:03:51.833000Z,2024-03-27T16:06:09.776242Z,286,C1NU7187,301,English,46,Female,Asian,United States,United States,United States,English,No,Full-Time
660442b625ecc5303b91e58b,5f2dfc9bcae87215c17d34d4,APPROVED,Not Applicable,2024-03-27T16:10:36.560000Z,2024-03-27T16:29:09.230000Z,2024-03-28T16:04:13.812000Z,2024-03-27T16:31:00.217526Z,1113,C1NU7187,1823,"English, Spanish",24,Female,Other,United States,United States,United States,English,Yes,Unemployed (and job seeking)
660442b6ae6336dbc36d9a93,654276147c2e0f0d120d9252,APPROVED,Not Applicable,2024-03-27T16:01:01.201000Z,2024-03-27T16:07:13.443000Z,2024-03-28T15:57:19.109000Z,2024-03-27T16:08:23.132635Z,373,C1NU7187,572,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660442c1458532cfeddcc4d3,63d42387aba51e699ab9ce5c,APPROVED,Not Applicable,2024-03-27T16:01:12.380000Z,2024-03-27T16:08:33.787000Z,2024-03-28T16:03:36.174000Z,2024-03-27T16:09:19.807774Z,442,C1NU7187,1640,English,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
660442cb1bbcbf0ed94f7737,5c239f96da51990001e21d97,APPROVED,Not Applicable,2024-03-27T16:01:34.850000Z,2024-03-27T16:19:04.797000Z,2024-03-28T15:57:51.853000Z,2024-03-27T16:19:52.915554Z,1050,C1NU7187,3680,English,77,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660442d58fd23ce6ca07b996,5ceb685da7afdc00166f8391,APPROVED,Not Applicable,2024-03-27T16:01:49.320000Z,2024-03-27T16:19:57.932000Z,2024-03-28T16:04:02.607000Z,2024-03-27T16:20:02.267790Z,1089,C1NU7187,962,English,38,Male,Other,United States,United States,United States,English,No,Full-Time
660442f5b75c72c43022cc6c,65e537f5dbc347495ce3c059,APPROVED,Not Applicable,2024-03-27T16:02:12.259000Z,2024-03-27T16:18:40.700000Z,2024-03-28T17:15:12.002000Z,2024-03-27T16:19:51.606152Z,989,C1NU7187,94,English,36,Male,Black,United States,United States,United States,English,No,Part-Time
660442feafd2e62a10b18f90,5a3bdd2c8d005a0001829f3e,APPROVED,Not Applicable,2024-03-27T16:02:06.503000Z,2024-03-27T16:08:36.383000Z,2024-03-28T17:14:01.480000Z,2024-03-27T16:09:20.294383Z,390,C1NU7187,7380,"English, Spanish",33,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6604430768e6fbf9f4162d3e,6009c49fbaa2c2077cc15a35,APPROVED,Not Applicable,2024-03-27T16:02:24.342000Z,2024-03-27T16:09:52.066000Z,2024-03-28T17:14:17.899000Z,2024-03-27T16:09:53.261837Z,448,C1NU7187,1163,English,32,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6604430d06fb87a2514bfa5c,628f700669d5f6e4e33c8d8e,APPROVED,Not Applicable,2024-03-27T16:02:27.146000Z,2024-03-27T16:09:16.614000Z,2024-03-28T15:57:19.806000Z,2024-03-27T16:09:29.330509Z,410,C1NU7187,4310,English,72,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66044313c83ebc0f7c25ce8d,650ee1c673c788d8cffca2d3,APPROVED,Not Applicable,2024-03-27T16:08:22.688000Z,2024-03-27T16:17:09.222000Z,2024-03-28T17:07:06.947000Z,2024-03-27T16:19:42.855692Z,527,C1NU7187,723,English,23,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
66044313fcb626af9e95829c,6344febaa4f84c624010aa31,APPROVED,Not Applicable,2024-03-27T16:10:19.462000Z,2024-03-27T16:52:35.758000Z,2024-03-28T17:14:02.104000Z,2024-03-27T16:52:38.042843Z,2537,C1NU7187,2370,"Spanish, English",25,Male,Other,United States,United States,United States,English,Yes,Full-Time
6604431542a72c948f46ac63,63e537a4b33c1c72be91da82,APPROVED,Not Applicable,2024-03-27T16:02:42.204000Z,2024-03-27T16:05:44.283000Z,2024-03-28T17:14:02.648000Z,2024-03-27T16:06:11.541965Z,183,C1NU7187,3119,English,25,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66044316081a543f0da8afe2,60cc2df057f885d47d8bfa89,APPROVED,Not Applicable,2024-03-27T16:02:30.233000Z,2024-03-27T16:36:28.558000Z,2024-03-28T17:14:03.762000Z,2024-03-27T16:36:31.388646Z,2039,C1NU7187,1250,English,28,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking)
6604431ba0d0a7b9a342c1b3,628bb39061393e64b1907bbb,APPROVED,Not Applicable,2024-03-27T16:07:25.198000Z,2024-03-27T16:16:21.886000Z,2024-03-28T15:57:20.533000Z,2024-03-27T16:16:23.248603Z,537,C1NU7187,3569,English,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
